start,end,trips,start_lat,start_long,end_lat,end_long,dist_miles,width
95446,95421,36,38.5055,-122.9965,38.5918,-123.1965,12.34309,1
95452,95442,36,38.4168,-122.5547,38.3662,-122.5196,3.9794444,1
95472,94951,36,38.3941,-122.8433,38.3153,-122.6483,11.8858,1
94923,95403,35,38.3309,-123.0373,38.4822,-122.7473,18.863155,1
94928,95473,35,38.347,-122.6941,38.4022,-122.8227,7.9416403,1
95405,95406,35,38.4386,-122.6727,38.4399,-122.7096,1.9989943,1
95405,95473,35,38.4386,-122.6727,38.4022,-122.8227,8.5004736,1
95439,94928,35,38.4947,-122.7761,38.347,-122.6941,11.128663,1
95473,94954,35,38.4022,-122.8227,38.2507,-122.6155,15.352642,1
95473,95492,35,38.4022,-122.8227,38.5443,-122.8073,9.8534378,1
94928,95406,34,38.347,-122.6941,38.4399,-122.7096,6.4734185,1
94953,95404,34,38.2324,-122.6367,38.4405,-122.7144,14.982274,1
94954,95473,34,38.2507,-122.6155,38.4022,-122.8227,15.352642,1
95405,94951,34,38.4386,-122.6727,38.3153,-122.6483,8.6211133,1
95472,95442,34,38.3941,-122.8433,38.3662,-122.5196,17.638163,1
95487,95442,34,38.2725,-122.4375,38.3662,-122.5196,7.8562225,1
95401,94923,33,38.4432,-122.7547,38.3309,-123.0373,17.159439,1
94952,95441,32,38.2403,-122.6777,38.7173,-122.8834,34.784847,1
94955,95409,31,38.2324,-122.6367,38.4592,-122.6393,15.670999,1
94975,94931,31,38.2324,-122.6367,38.3259,-122.7048,7.4416021,1
95404,94927,31,38.4405,-122.7144,38.3396,-122.7011,7.0086251,1
95404,95439,31,38.4405,-122.7144,38.4947,-122.7761,5.0164626,1
95436,95405,31,38.4923,-122.9042,38.4386,-122.6727,13.061945,1
95436,95409,31,38.4923,-122.9042,38.4592,-122.6393,14.510116,1
95465,94923,31,38.4087,-122.9954,38.3309,-123.0373,5.8350091,1
94923,95401,30,38.3309,-123.0373,38.4432,-122.7547,17.159439,1
95404,95444,30,38.4405,-122.7144,38.4335,-122.8676,8.3053174,1
95473,95405,30,38.4022,-122.8227,38.4386,-122.6727,8.5004736,1
94953,94931,29,38.2324,-122.6367,38.3259,-122.7048,7.4416021,1
94953,95472,29,38.2324,-122.6367,38.3941,-122.8433,15.819945,1
95403,94955,29,38.4822,-122.7473,38.2324,-122.6367,18.270148,1
95405,95439,29,38.4386,-122.6727,38.4947,-122.7761,6.8054608,1
95406,95472,29,38.4399,-122.7096,38.3941,-122.8433,7.8994195,1
95407,95439,29,38.4089,-122.7339,38.4947,-122.7761,6.3527619,1
95416,95401,29,38.3141,-122.4843,38.4432,-122.7547,17.148428,1
95421,95446,29,38.5918,-123.1965,38.5055,-122.9965,12.34309,1
95433,95416,29,38.2993,-122.4867,38.3141,-122.4843,1.030827,1
95439,95472,29,38.4947,-122.7761,38.3941,-122.8433,7.8445933,1
95444,95401,29,38.4335,-122.8676,38.4432,-122.7547,6.1467098,1
95446,95448,29,38.5055,-122.9965,38.6184,-122.862,10.660804,1
94923,95446,28,38.3309,-123.0373,38.5055,-122.9965,12.264216,1
95404,94923,28,38.4405,-122.7144,38.3309,-123.0373,19.056987,1
95448,94931,28,38.6184,-122.862,38.3259,-122.7048,21.92592,1
95462,95446,28,38.4706,-123.0172,38.5055,-122.9965,2.6585552,1
95473,95409,28,38.4022,-122.8227,38.4592,-122.6393,10.679239,1
95492,95442,28,38.5443,-122.8073,38.3662,-122.5196,19.842878,1
94923,95404,27,38.3309,-123.0373,38.4405,-122.7144,19.056987,1
95416,95409,27,38.3141,-122.4843,38.4592,-122.6393,13.075809,1
95444,95492,27,38.4335,-122.8676,38.5443,-122.8073,8.3211831,1
94927,95407,26,38.3396,-122.7011,38.4089,-122.7339,5.1071675,1
94954,95446,26,38.2507,-122.6155,38.5055,-122.9965,27.125693,1
95403,95462,26,38.4822,-122.7473,38.4706,-123.0172,14.621062,1
95442,95472,26,38.3662,-122.5196,38.3941,-122.8433,17.638163,1
95492,95406,26,38.5443,-122.8073,38.4399,-122.7096,8.9413525,1
94923,94928,25,38.3309,-123.0373,38.347,-122.6941,18.632498,1
94952,95444,25,38.2403,-122.6777,38.4335,-122.8676,16.855547,1
94954,95433,25,38.2507,-122.6155,38.2993,-122.4867,7.7513969,1
95403,94975,25,38.4822,-122.7473,38.2324,-122.6367,18.270148,1
95406,94954,25,38.4399,-122.7096,38.2507,-122.6155,14.031774,1
95409,95436,25,38.4592,-122.6393,38.4923,-122.9042,14.510116,1
95416,94952,25,38.3141,-122.4843,38.2403,-122.6777,11.663636,1
95416,95404,25,38.3141,-122.4843,38.4405,-122.7144,15.218652,1
95446,95409,25,38.5055,-122.9965,38.4592,-122.6393,19.582656,1
94952,95446,24,38.2403,-122.6777,38.5055,-122.9965,25.178636,1
94954,95406,24,38.2507,-122.6155,38.4399,-122.7096,14.031774,1
95416,95487,24,38.3141,-122.4843,38.2725,-122.4375,3.83435,1
95439,95405,24,38.4947,-122.7761,38.4386,-122.6727,6.8054608,1
95439,95409,24,38.4947,-122.7761,38.4592,-122.6393,7.7954896,1
95441,95442,24,38.7173,-122.8834,38.3662,-122.5196,31.225122,1
95442,95452,24,38.3662,-122.5196,38.4168,-122.5547,3.9794444,1
95446,94928,24,38.5055,-122.9965,38.347,-122.6941,19.694027,1
95448,95406,24,38.6184,-122.862,38.4399,-122.7096,14.831089,1
95472,95465,24,38.3941,-122.8433,38.4087,-122.9954,8.2972977,1
94927,95404,23,38.3396,-122.7011,38.4405,-122.7144,7.0086251,1
94954,95402,23,38.2507,-122.6155,38.4399,-122.7096,14.031774,1
94954,95487,23,38.2507,-122.6155,38.2725,-122.4375,9.7735278,1
95406,94952,23,38.4399,-122.7096,38.2403,-122.6777,13.898957,1
95441,95436,23,38.7173,-122.8834,38.4923,-122.9042,15.586512,1
95442,94931,23,38.3662,-122.5196,38.3259,-122.7048,10.414806,1
95450,95421,23,38.4987,-123.1974,38.5918,-123.1965,6.4327723,1
95487,94954,23,38.2725,-122.4375,38.2507,-122.6155,9.7735278,1
94928,95402,22,38.347,-122.6941,38.4399,-122.7096,6.4734185,1
94953,95409,22,38.2324,-122.6367,38.4592,-122.6393,15.670999,1
95402,95436,22,38.4399,-122.7096,38.4923,-122.9042,11.132714,1
95403,95421,22,38.4822,-122.7473,38.5918,-123.1965,25.430711,1
95433,94954,22,38.2993,-122.4867,38.2507,-122.6155,7.7513969,1
95446,94952,22,38.5055,-122.9965,38.2403,-122.6777,25.178636,1
94923,95405,21,38.3309,-123.0373,38.4386,-122.6727,21.102083,1
94927,95401,21,38.3396,-122.7011,38.4432,-122.7547,7.7242133,1
94927,95403,21,38.3396,-122.7011,38.4822,-122.7473,10.165242,1
94928,94955,21,38.347,-122.6941,38.2324,-122.6367,8.5079924,1
94931,95448,21,38.3259,-122.7048,38.6184,-122.862,21.92592,1
94952,94923,21,38.2403,-122.6777,38.3309,-123.0373,20.482391,1
95401,94927,21,38.4432,-122.7547,38.3396,-122.7011,7.7242133,1
95402,95441,21,38.4399,-122.7096,38.7173,-122.8834,21.342006,1
95405,94927,21,38.4386,-122.6727,38.3396,-122.7011,7.0110213,1
95416,95403,21,38.3141,-122.4843,38.4822,-122.7473,18.37695,1
95444,95404,21,38.4335,-122.8676,38.4405,-122.7144,8.3053174,1
95452,95409,21,38.4168,-122.5547,38.4592,-122.6393,5.4355367,1
95473,95446,21,38.4022,-122.8227,38.5055,-122.9965,11.805718,1
94923,94954,20,38.3309,-123.0373,38.2507,-122.6155,23.53568,1
94923,95421,20,38.3309,-123.0373,38.5918,-123.1965,19.97841,1
94928,94975,20,38.347,-122.6941,38.2324,-122.6367,8.5079924,1
94931,95436,20,38.3259,-122.7048,38.4923,-122.9042,15.771236,1
94975,95472,20,38.2324,-122.6367,38.3941,-122.8433,15.819945,1
95401,95416,20,38.4432,-122.7547,38.3141,-122.4843,17.148428,1
95403,94953,20,38.4822,-122.7473,38.2324,-122.6367,18.270148,1
95403,95452,20,38.4822,-122.7473,38.4168,-122.5547,11.359209,1
95416,95433,20,38.3141,-122.4843,38.2993,-122.4867,1.030827,1
95421,95450,20,38.5918,-123.1965,38.4987,-123.1974,6.4327723,1
95442,95448,20,38.3662,-122.5196,38.6184,-122.862,25.42644,1
95465,94952,20,38.4087,-122.9954,38.2403,-122.6777,20.783034,1
95472,94927,20,38.3941,-122.8433,38.3396,-122.7011,8.5744723,1
95472,95421,20,38.3941,-122.8433,38.5918,-123.1965,23.482218,1
94952,95473,19,38.2403,-122.6777,38.4022,-122.8227,13.671533,1
94975,95409,19,38.2324,-122.6367,38.4592,-122.6393,15.670999,1
95402,95442,19,38.4399,-122.7096,38.3662,-122.5196,11.478964,1
95407,94975,19,38.4089,-122.7339,38.2324,-122.6367,13.284546,1
95436,94928,19,38.4923,-122.9042,38.347,-122.6941,15.170388,1
95441,95446,19,38.7173,-122.8834,38.5055,-122.9965,15.856808,1
95446,94923,19,38.5055,-122.9965,38.3309,-123.0373,12.264216,1
95465,95401,19,38.4087,-122.9954,38.4432,-122.7547,13.245002,1
94927,94954,18,38.3396,-122.7011,38.2507,-122.6155,7.6990368,1
94951,95448,18,38.3153,-122.6483,38.6184,-122.862,23.921212,1
94952,95416,18,38.2403,-122.6777,38.3141,-122.4843,11.663636,1
94975,95405,18,38.2324,-122.6367,38.4386,-122.6727,14.380017,1
95401,94955,18,38.4432,-122.7547,38.2324,-122.6367,15.906943,1
95401,94975,18,38.4432,-122.7547,38.2324,-122.6367,15.906943,1
95404,95416,18,38.4405,-122.7144,38.3141,-122.4843,15.218652,1
95404,95421,18,38.4405,-122.7144,38.5918,-123.1965,28.081069,1
95406,95448,18,38.4399,-122.7096,38.6184,-122.862,14.831089,1
95409,95446,18,38.4592,-122.6393,38.5055,-122.9965,19.582656,1
95416,95492,18,38.3141,-122.4843,38.5443,-122.8073,23.635196,1
95436,94954,18,38.4923,-122.9042,38.2507,-122.6155,22.87404,1
95436,95441,18,38.4923,-122.9042,38.7173,-122.8834,15.586512,1
95472,95462,18,38.3941,-122.8433,38.4706,-123.0172,10.794717,1
95473,94931,18,38.4022,-122.8227,38.3259,-122.7048,8.2818273,1
95473,95448,18,38.4022,-122.8227,38.6184,-122.862,15.088332,1
95492,94951,18,38.5443,-122.8073,38.3153,-122.6483,18.011386,1
95492,95439,18,38.5443,-122.8073,38.4947,-122.7761,3.8195832,1
94927,94931,17,38.3396,-122.7011,38.3259,-122.7048,0.96758707,1
94927,95492,17,38.3396,-122.7011,38.5443,-122.8073,15.266493,1
94952,95406,17,38.2403,-122.6777,38.4399,-122.7096,13.898957,1
94953,95492,17,38.2324,-122.6367,38.5443,-122.8073,23.447227,1
95403,95416,17,38.4822,-122.7473,38.3141,-122.4843,18.37695,1
95407,94953,17,38.4089,-122.7339,38.2324,-122.6367,13.284546,1
95416,95407,17,38.3141,-122.4843,38.4089,-122.7339,15.025371,1
95421,95472,17,38.5918,-123.1965,38.3941,-122.8433,23.482218,1
95436,94931,17,38.4923,-122.9042,38.3259,-122.7048,15.771236,1
95446,95473,17,38.5055,-122.9965,38.4022,-122.8227,11.805718,1
95465,95403,17,38.4087,-122.9954,38.4822,-122.7473,14.354025,1
94923,95436,16,38.3309,-123.0373,38.4923,-122.9042,13.277238,1
94953,95405,16,38.2324,-122.6367,38.4386,-122.6727,14.380017,1
94955,95448,16,38.2324,-122.6367,38.6184,-122.862,29.325972,1
94975,95492,16,38.2324,-122.6367,38.5443,-122.8073,23.447227,1
95401,95421,16,38.4432,-122.7547,38.5918,-123.1965,25.996987,1
95402,94951,16,38.4399,-122.7096,38.3153,-122.6483,9.22712,1
95402,95446,16,38.4399,-122.7096,38.5055,-122.9965,16.167743,1
95407,94923,16,38.4089,-122.7339,38.3309,-123.0373,17.296366,1
95433,94952,16,38.2993,-122.4867,38.2403,-122.6777,11.133974,1
95436,94952,16,38.4923,-122.9042,38.2403,-122.6777,21.300677,1
95448,94923,16,38.6184,-122.862,38.3309,-123.0373,22.01149,1
95448,95473,16,38.6184,-122.862,38.4022,-122.8227,15.088332,1
95465,95404,16,38.4087,-122.9954,38.4405,-122.7144,15.368271,1
95465,95407,16,38.4087,-122.9954,38.4089,-122.7339,14.157976,1
95472,95406,16,38.3941,-122.8433,38.4399,-122.7096,7.8994195,1
95472,95439,16,38.3941,-122.8433,38.4947,-122.7761,7.8445933,1
94928,95439,15,38.347,-122.6941,38.4947,-122.7761,11.128663,1
94928,95444,15,38.347,-122.6941,38.4335,-122.8676,11.135667,1
94931,94927,15,38.3259,-122.7048,38.3396,-122.7011,0.96758707,1
94951,94927,15,38.3153,-122.6483,38.3396,-122.7011,3.3180255,1
95439,95448,15,38.4947,-122.7761,38.6184,-122.862,9.7257112,1
95442,95433,15,38.3662,-122.5196,38.2993,-122.4867,4.9543507,1
95446,95441,15,38.5055,-122.9965,38.7173,-122.8834,15.856808,1
95448,95402,15,38.6184,-122.862,38.4399,-122.7096,14.831089,1
95448,95444,15,38.6184,-122.862,38.4335,-122.8676,12.778941,1
94928,94923,14,38.347,-122.6941,38.3309,-123.0373,18.632498,1
94952,95465,14,38.2403,-122.6777,38.4087,-122.9954,20.783034,1
94954,95452,14,38.2507,-122.6155,38.4168,-122.5547,11.940108,1
94954,95465,14,38.2507,-122.6155,38.4087,-122.9954,23.305694,1
94955,94951,14,38.2324,-122.6367,38.3153,-122.6483,5.7622928,1
95406,94931,14,38.4399,-122.7096,38.3259,-122.7048,7.880928,1
95421,94923,14,38.5918,-123.1965,38.3309,-123.0373,19.97841,1
94923,95492,13,38.3309,-123.0373,38.5443,-122.8073,19.29616,1
94951,95442,13,38.3153,-122.6483,38.3662,-122.5196,7.8110576,1
94954,95439,13,38.2507,-122.6155,38.4947,-122.7761,18.970984,1
94954,95444,13,38.2507,-122.6155,38.4335,-122.8676,18.60546,1
95402,95439,13,38.4399,-122.7096,38.4947,-122.7761,5.222842,1
95403,95465,13,38.4822,-122.7473,38.4087,-122.9954,14.354025,1
95409,94951,13,38.4592,-122.6393,38.3153,-122.6483,9.9544696,1
95416,95472,13,38.3141,-122.4843,38.3941,-122.8433,20.221564,1
95436,95473,13,38.4923,-122.9042,38.4022,-122.8227,7.6291609,1
95439,94952,13,38.4947,-122.7761,38.2403,-122.6777,18.367842,1
95444,95436,13,38.4335,-122.8676,38.4923,-122.9042,4.519534,1
95446,94954,13,38.5055,-122.9965,38.2507,-122.6155,27.125693,1
95452,95404,13,38.4168,-122.5547,38.4405,-122.7144,8.797741,1
95452,95407,13,38.4168,-122.5547,38.4089,-122.7339,9.7169355,1
95462,95421,13,38.4706,-123.0172,38.5918,-123.1965,12.807919,1
95492,95421,13,38.5443,-122.8073,38.5918,-123.1965,21.279901,1
95492,95473,13,38.5443,-122.8073,38.4022,-122.8227,9.8534378,1
94923,95409,12,38.3309,-123.0373,38.4592,-122.6393,23.304205,1
94927,94952,12,38.3396,-122.7011,38.2403,-122.6777,6.9773349,1
94928,95416,12,38.347,-122.6941,38.3141,-122.4843,11.596136,1
94931,95442,12,38.3259,-122.7048,38.3662,-122.5196,10.414806,1
94931,95446,12,38.3259,-122.7048,38.5055,-122.9965,20.083802,1
94951,95441,12,38.3153,-122.6483,38.7173,-122.8834,30.545268,1
94951,95446,12,38.3153,-122.6483,38.5055,-122.9965,22.980044,1
94952,95402,12,38.2403,-122.6777,38.4399,-122.7096,13.898957,1
94954,94923,12,38.2507,-122.6155,38.3309,-123.0373,23.53568,1
94955,95442,12,38.2324,-122.6367,38.3662,-122.5196,11.215212,1
95401,95465,12,38.4432,-122.7547,38.4087,-122.9954,13.245002,1
95403,95450,12,38.4822,-122.7473,38.4987,-123.1974,24.368141,1
95404,95465,12,38.4405,-122.7144,38.4087,-122.9954,15.368271,1
95405,95444,12,38.4386,-122.6727,38.4335,-122.8676,10.55406,1
95406,95442,12,38.4399,-122.7096,38.3662,-122.5196,11.478964,1
95407,95452,12,38.4089,-122.7339,38.4168,-122.5547,9.7169355,1
95416,94931,12,38.3141,-122.4843,38.3259,-122.7048,11.980603,1
95433,94928,12,38.2993,-122.4867,38.347,-122.6941,11.715351,1
95439,95441,12,38.4947,-122.7761,38.7173,-122.8834,16.435148,1
95441,95402,12,38.7173,-122.8834,38.4399,-122.7096,21.342006,1
95444,95405,12,38.4335,-122.8676,38.4386,-122.6727,10.55406,1
95448,95421,12,38.6184,-122.862,38.5918,-123.1965,18.154256,1
95448,95439,12,38.6184,-122.862,38.4947,-122.7761,9.7257112,1
94923,95444,11,38.3309,-123.0373,38.4335,-122.8676,11.607376,1
94927,95405,11,38.3396,-122.7011,38.4386,-122.6727,7.0110213,1
94927,95472,11,38.3396,-122.7011,38.3941,-122.8433,8.5744723,1
94931,95441,11,38.3259,-122.7048,38.7173,-122.8834,28.714801,1
94952,95439,11,38.2403,-122.6777,38.4947,-122.7761,18.367842,1
95404,94955,11,38.4405,-122.7144,38.2324,-122.6367,14.982274,1
95405,94923,11,38.4386,-122.6727,38.3309,-123.0373,21.102083,1
95407,94955,11,38.4089,-122.7339,38.2324,-122.6367,13.284546,1
95409,95406,11,38.4592,-122.6393,38.4399,-122.7096,4.0309534,1
95409,95473,11,38.4592,-122.6393,38.4022,-122.8227,10.679239,1
95416,95405,11,38.3141,-122.4843,38.4386,-122.6727,13.346707,1
95433,95403,11,38.2993,-122.4867,38.4822,-122.7473,18.943804,1
95439,94954,11,38.4947,-122.7761,38.2507,-122.6155,18.970984,1
95444,95409,11,38.4335,-122.8676,38.4592,-122.6393,12.481013,1
95450,95446,11,38.4987,-123.1974,38.5055,-122.9965,10.873102,1
95452,94928,11,38.4168,-122.5547,38.347,-122.6941,8.9589527,1
95452,95492,11,38.4168,-122.5547,38.5443,-122.8073,16.256378,1
95472,94975,11,38.3941,-122.8433,38.2324,-122.6367,15.819945,1
95472,95402,11,38.3941,-122.8433,38.4399,-122.7096,7.8994195,1
95473,95444,11,38.4022,-122.8227,38.4335,-122.8676,3.2534536,1
95487,95404,11,38.2725,-122.4375,38.4405,-122.7144,18.968802,1
95487,95407,11,38.2725,-122.4375,38.4089,-122.7339,18.623243,1
95487,95416,11,38.2725,-122.4375,38.3141,-122.4843,3.83435,1
95492,94927,11,38.5443,-122.8073,38.3396,-122.7011,15.266493,1
95492,95402,11,38.5443,-122.8073,38.4399,-122.7096,8.9413525,1
94931,94975,10,38.3259,-122.7048,38.2324,-122.6367,7.4416021,1
94952,95421,10,38.2403,-122.6777,38.5918,-123.1965,37.129825,1
94955,95441,10,38.2324,-122.6367,38.7173,-122.8834,36.063087,1
95401,95462,10,38.4432,-122.7547,38.4706,-123.0172,14.328266,1
95404,95452,10,38.4405,-122.7144,38.4168,-122.5547,8.797741,1
95405,95421,10,38.4386,-122.6727,38.5918,-123.1965,30.231097,1
95407,95416,10,38.4089,-122.7339,38.3141,-122.4843,15.025371,1
95407,95465,10,38.4089,-122.7339,38.4087,-122.9954,14.157976,1
95421,95403,10,38.5918,-123.1965,38.4822,-122.7473,25.430711,1
95441,94931,10,38.7173,-122.8834,38.3259,-122.7048,28.714801,1
95446,95402,10,38.5055,-122.9965,38.4399,-122.7096,16.167743,1
95448,94951,10,38.6184,-122.862,38.3153,-122.6483,23.921212,1
95448,95465,10,38.6184,-122.862,38.4087,-122.9954,16.184556,1
95450,94923,10,38.4987,-123.1974,38.3309,-123.0373,14.47549,1
95452,94954,10,38.4168,-122.5547,38.2507,-122.6155,11.940108,1
95465,94954,10,38.4087,-122.9954,38.2507,-122.6155,23.305694,1
95465,95409,10,38.4087,-122.9954,38.4592,-122.6393,19.586324,1
95465,95446,10,38.4087,-122.9954,38.5055,-122.9965,6.6884986,1
95487,94928,10,38.2725,-122.4375,38.347,-122.6941,14.83346,1
95487,95403,10,38.2725,-122.4375,38.4822,-122.7473,22.169905,1
94923,95448,9,38.3309,-123.0373,38.6184,-122.862,22.01149,1
94928,94953,9,38.347,-122.6941,38.2324,-122.6367,8.5079924,1
94928,95421,9,38.347,-122.6941,38.5918,-123.1965,32.011143,1
94931,95406,9,38.3259,-122.7048,38.4399,-122.7096,7.880928,1
94955,95436,9,38.2324,-122.6367,38.4923,-122.9042,23.075683,1
94955,95446,9,38.2324,-122.6367,38.5055,-122.9965,27.128268,1
95401,94953,9,38.4432,-122.7547,38.2324,-122.6367,15.906943,1
95402,95444,9,38.4399,-122.7096,38.4335,-122.8676,8.5624615,1
95404,94975,9,38.4405,-122.7144,38.2324,-122.6367,14.982274,1
95404,95462,9,38.4405,-122.7144,38.4706,-123.0172,16.514867,1
95405,94955,9,38.4386,-122.6727,38.2324,-122.6367,14.380017,1
95421,95404,9,38.5918,-123.1965,38.4405,-122.7144,28.081069,1
95421,95412,9,38.5918,-123.1965,38.7026,-123.3539,11.43458,1
95421,95448,9,38.5918,-123.1965,38.6184,-122.862,18.154256,1
95421,95465,9,38.5918,-123.1965,38.4087,-122.9954,16.682085,1
95436,95442,9,38.4923,-122.9042,38.3662,-122.5196,22.566617,1
95436,95444,9,38.4923,-122.9042,38.4335,-122.8676,4.519534,1
95442,94951,9,38.3662,-122.5196,38.3153,-122.6483,7.8110576,1
95442,95441,9,38.3662,-122.5196,38.7173,-122.8834,31.225122,1
95452,95403,9,38.4168,-122.5547,38.4822,-122.7473,11.359209,1
95465,94931,9,38.4087,-122.9954,38.3259,-122.7048,16.749795,1
95465,95405,9,38.4087,-122.9954,38.4386,-122.6727,17.589568,1
95465,95421,9,38.4087,-122.9954,38.5918,-123.1965,16.682085,1
95465,95436,9,38.4087,-122.9954,38.4923,-122.9042,7.5971827,1
95473,94923,9,38.4022,-122.8227,38.3309,-123.0373,12.626237,1
95473,94951,9,38.4022,-122.8227,38.3153,-122.6483,11.195097,1
94923,94931,8,38.3309,-123.0373,38.3259,-122.7048,18.025325,1
94923,95473,8,38.3309,-123.0373,38.4022,-122.8227,12.626237,1
94927,95409,8,38.3396,-122.7011,38.4592,-122.6393,8.9154165,1
94928,95465,8,38.347,-122.6941,38.4087,-122.9954,16.867388,1
94951,94955,8,38.3153,-122.6483,38.2324,-122.6367,5.7622928,1
94951,95436,8,38.3153,-122.6483,38.4923,-122.9042,18.480858,1
94951,95439,8,38.3153,-122.6483,38.4947,-122.7761,14.195976,1
94952,95433,8,38.2403,-122.6777,38.2993,-122.4867,11.133974,1
94953,94951,8,38.2324,-122.6367,38.3153,-122.6483,5.7622928,1
94953,95442,8,38.2324,-122.6367,38.3662,-122.5196,11.215212,1
94975,94951,8,38.2324,-122.6367,38.3153,-122.6483,5.7622928,1
94975,95442,8,38.2324,-122.6367,38.3662,-122.5196,11.215212,1
95401,95433,8,38.4432,-122.7547,38.2993,-122.4867,17.595715,1
95404,94953,8,38.4405,-122.7144,38.2324,-122.6367,14.982274,1
95406,95446,8,38.4399,-122.7096,38.5055,-122.9965,16.167743,1
95407,95421,8,38.4089,-122.7339,38.5918,-123.1965,28.024949,1
95407,95462,8,38.4089,-122.7339,38.4706,-123.0172,15.913328,1
95409,94927,8,38.4592,-122.6393,38.3396,-122.7011,8.9154165,1
95409,95402,8,38.4592,-122.6393,38.4399,-122.7096,4.0309534,1
95416,95448,8,38.3141,-122.4843,38.6184,-122.862,29.31819,1
95433,95401,8,38.2993,-122.4867,38.4432,-122.7547,17.595715,1
95433,95404,8,38.2993,-122.4867,38.4405,-122.7144,15.72647,1
95444,94928,8,38.4335,-122.8676,38.347,-122.6941,11.135667,1
95444,95473,8,38.4335,-122.8676,38.4022,-122.8227,3.2534536,1
95446,95439,8,38.5055,-122.9965,38.4947,-122.7761,11.941008,1
95452,95401,8,38.4168,-122.5547,38.4432,-122.7547,10.977704,1
95452,95405,8,38.4168,-122.5547,38.4386,-122.6727,6.5622156,1
95465,94928,8,38.4087,-122.9954,38.347,-122.6941,16.867388,1
95472,94955,8,38.3941,-122.8433,38.2324,-122.6367,15.819945,1
95492,94923,8,38.5443,-122.8073,38.3309,-123.0373,19.29616,1
94923,95412,7,38.3309,-123.0373,38.7026,-123.3539,30.862641,1
94923,95462,7,38.3309,-123.0373,38.4706,-123.0172,9.7135035,1
94928,95433,7,38.347,-122.6941,38.2993,-122.4867,11.715351,1
94951,95406,7,38.3153,-122.6483,38.4399,-122.7096,9.22712,1
94955,95402,7,38.2324,-122.6367,38.4399,-122.7096,14.871282,1
95401,95452,7,38.4432,-122.7547,38.4168,-122.5547,10.977704,1
95402,95473,7,38.4399,-122.7096,38.4022,-122.8227,6.6534414,1
95404,95433,7,38.4405,-122.7144,38.2993,-122.4867,15.72647,1
95404,95450,7,38.4405,-122.7144,38.4987,-123.1974,26.435874,1
95405,94975,7,38.4386,-122.6727,38.2324,-122.6367,14.380017,1
95421,95436,7,38.5918,-123.1965,38.4923,-122.9042,17.227466,1
95439,94931,7,38.4947,-122.7761,38.3259,-122.7048,12.285178,1
95442,95436,7,38.3662,-122.5196,38.4923,-122.9042,22.566617,1
95446,95444,7,38.5055,-122.9965,38.4335,-122.8676,8.5656276,1
95448,95416,7,38.6184,-122.862,38.3141,-122.4843,29.31819,1
95450,94928,7,38.4987,-123.1974,38.347,-122.6941,29.190699,1
95450,95412,7,38.4987,-123.1974,38.7026,-123.3539,16.428255,1
95452,95448,7,38.4168,-122.5547,38.6184,-122.862,21.679471,1
95462,95472,7,38.4706,-123.0172,38.3941,-122.8433,10.794717,1
95492,95465,7,38.5443,-122.8073,38.4087,-122.9954,13.831067,1
94931,95473,6,38.3259,-122.7048,38.4022,-122.8227,8.2818273,1
94951,94975,6,38.3153,-122.6483,38.2324,-122.6367,5.7622928,1
95403,95412,6,38.4822,-122.7473,38.7026,-123.3539,36.124961,1
95403,95433,6,38.4822,-122.7473,38.2993,-122.4867,18.943804,1
95409,95452,6,38.4592,-122.6393,38.4168,-122.5547,5.4355367,1
95412,95472,6,38.7026,-123.3539,38.3941,-122.8433,34.865525,1
95433,95487,6,38.2993,-122.4867,38.2725,-122.4375,3.2478481,1
95436,94951,6,38.4923,-122.9042,38.3153,-122.6483,18.480858,1
95439,95436,6,38.4947,-122.7761,38.4923,-122.9042,6.9293601,1
95446,94931,6,38.5055,-122.9965,38.3259,-122.7048,20.083802,1
95448,94927,6,38.6184,-122.862,38.3396,-122.7011,21.137911,1
95462,95401,6,38.4706,-123.0172,38.4432,-122.7547,14.328266,1
95462,95407,6,38.4706,-123.0172,38.4089,-122.7339,15.913328,1
95487,94952,6,38.2725,-122.4375,38.2403,-122.6777,13.22068,1
95487,95472,6,38.2725,-122.4375,38.3941,-122.8433,23.543633,1
95492,95444,6,38.5443,-122.8073,38.4335,-122.8676,8.3211831,1
95492,95462,6,38.5443,-122.8073,38.4706,-123.0172,12.438821,1
94922,95472,5,38.3514,-122.9741,38.3941,-122.8433,7.6749324,1
94927,95442,5,38.3396,-122.7011,38.3662,-122.5196,10.004521,1
94951,94923,5,38.3153,-122.6483,38.3309,-123.0373,21.113469,1
94952,95412,5,38.2403,-122.6777,38.7026,-123.3539,48.561837,1
94953,95436,5,38.2324,-122.6367,38.4923,-122.9042,23.075683,1
94953,95448,5,38.2324,-122.6367,38.6184,-122.862,29.325972,1
94954,95421,5,38.2507,-122.6155,38.5918,-123.1965,39.301078,1
94955,94927,5,38.2324,-122.6367,38.3396,-122.7011,8.1889653,1
94975,94927,5,38.2324,-122.6367,38.3396,-122.7011,8.1889653,1
95401,95487,5,38.4432,-122.7547,38.2725,-122.4375,20.843536,1
95402,94927,5,38.4399,-122.7096,38.3396,-122.7011,6.9453318,1
95402,95452,5,38.4399,-122.7096,38.4168,-122.5547,8.5347954,1
95403,95487,5,38.4822,-122.7473,38.2725,-122.4375,22.169905,1
95404,95487,5,38.4405,-122.7144,38.2725,-122.4375,18.968802,1
95405,95465,5,38.4386,-122.6727,38.4087,-122.9954,17.589568,1
